roll,sem,course_code,type,floated,offered_for_minor,fac_empid,fac_masterid,comment1,comment2
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2412CH,1,CH4101,CORE,1,0.0,,,,
2412CH,1,CH4102,CORE,1,0.0,,,,
2412CH,1,CH4103,CORE,1,0.0,,,,
2412CH,1,CH4104,CORE,1,0.0,,,,
2412CH,1,CH4105,CORE,1,0.0,,,,
2412CH,1,CH4106,CORE,1,0.0,,,,
2412CH,2,CH4201,CORE,1,0.0,,,,
2412CH,2,CH4202,CORE,1,0.0,,,,
2412CH,2,CH4203,CORE,1,0.0,,,,
2412CH,2,CH4204,CORE,1,0.0,,,,
2412CH,2,CH4205,CORE,1,0.0,,,,
2412CH,2,CH4206,CORE,1,0.0,,,,
2412CH,3,CH5101,CORE,1,0.0,,,,
2412CH,3,CH5102,CORE,1,0.0,,,,
2412CH,3,CH5103,CORE,1,0.0,,,,
2412CH,3,CH5199,P1,1,0.0,,,,
2412CH,4,CH6201,CORE,1,0.0,,,,
2412CH,4,CH5299,P2,1,0.0,,,,
2412CH,4,IK52xx,IKS,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2412MA,1,MA4101,CORE,1,0.0,,,,
2412MA,1,MA4102,CORE,1,0.0,,,,
2412MA,1,MA4103,CORE,1,0.0,,,,
2412MA,1,MA4104,CORE,1,0.0,,,,
2412MA,1,MA4105,CORE,1,0.0,,,,
2412MA,2,MA4201,CORE,1,0.0,,,,
2412MA,2,MA4202,CORE,1,0.0,,,,
2412MA,2,MA4203,CORE,1,0.0,,,,
2412MA,2,MA4204,CORE,1,0.0,,,,
2412MA,2,MA4205,CORE,1,0.0,,,,
2412MA,3,MA5101,CORE,1,0.0,,,,
2412MA,3,MA5102,CORE,1,0.0,,,,
2412MA,3,MA5103,CORE,1,0.0,,,,
2412MA,3,MA5199,P1,1,0.0,,,,
2412MA,4,MA5299,P2,1,0.0,,,,
2412MA,4,IK52xx,IKS,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2412PH,1,PH4101,CORE,1,0.0,,,,
2412PH,1,PH4102,CORE,1,0.0,,,,
2412PH,1,PH4103,CORE,1,0.0,,,,
2412PH,1,PH4104,CORE,1,0.0,,,,
2412PH,1,PH4105,CORE,1,0.0,,,,
2412PH,2,PH4201,CORE,1,0.0,,,,
2412PH,2,PH4202,CORE,1,0.0,,,,
2412PH,2,PH4203,CORE,1,0.0,,,,
2412PH,2,PH4204,CORE,1,0.0,,,,
2412PH,3,PH5101,CORE,1,0.0,,,,
2412PH,3,PH5102,CORE,1,0.0,,,,
2412PH,3,PH5103,CORE,1,0.0,,,,
2412PH,3,PH5199,P1,1,0.0,,,,
2412PH,4,PH5210,CORE,1,0.0,,,,
2412PH,4,PH5299,P2,1,0.0,,,,
2412PH,4,IK52xx,IKS,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2401CE,1,MA1101,CORE,1,0.0,,,,
2401CE,1,CS1101,CORE,1,0.0,,,,
2401CE,1,PH1101/PH1201,CORE,1,0.0,,,,
2401CE,1,CE1101/CE1201,CORE,1,0.0,,,,
2401CE,1,EE1101/EE1201,CORE,1,0.0,,,,
2401CE,1,HS1101,CORE,1,0.0,,,,
2401CE,2,MA1201,CORE,1,0.0,,,,
2401CE,2,CS1201,CORE,1,0.0,,,,
2401CE,2,CH1201/CH1101,CORE,1,0.0,,,,
2401CE,2,ME1201/ME1101,CORE,1,0.0,,,,
2401CE,2,ME1202/ME1102,CORE,1,0.0,,,,
2401CE,2,IK1101,IKS,1,0.0,,,,
2401CE,3,CE2101,CORE,1,0.0,,,,
2401CE,3,CE2102,CORE,1,1.0,,,,
2401CE,3,CE2103,CORE,1,0.0,,,,
2401CE,3,CE2104,CORE,1,0.0,,,,
2401CE,4,CE2201,CORE,1,0.0,,,,
2401CE,4,CE2202,CORE,1,0.0,,,,
2401CE,4,CE2203,CORE,1,1.0,,,,
2401CE,4,CE2204,CORE,1,0.0,,,,
2401CE,4,CE2205,CORE,1,0.0,,,,
2401CE,5,CE3101,CORE,1,0.0,,,,
2401CE,5,CE3102,CORE,1,0.0,,,,
2401CE,5,CE3103,CORE,1,1.0,,,,
2401CE,5,CE3104,CORE,1,0.0,,,,
2401CE,6,CE3201,CORE,1,0.0,,,,
2401CE,6,CE3202,CORE,1,1.0,,,,
2401CE,6,CE3203,CORE,1,0.0,,,,
2401CE,6,CE3204,CORE,1,0.0,,,,
2401CE,6,CE3205,CORE,1,0.0,,,,
2401CE,6,CE3206,CORE,1,0.0,,,,
2401CE,7,CE41PQ,BTE1,1,0.0,,,,
2401CE,7,CE41PQ,BTE2,1,0.0,,,,
2401CE,7,XX4198,SI,1,0.0,,,,
2401CE,7,XX4199,P1,1,0.0,,,,
2401CE,7,CE5102,CORE,1,0.0,,,,
2401CE,8,RM6201,RM,1,0.0,,,,
2401CE,8,CE5201,CORE,1,0.0,,,,
2401CE,8,CE5202,CORE,1,0.0,,,,
2401CE,8,CE52PQ/CE62PQ,MTE1,1,0.0,,,,
2401CE,8,CE4299,P2,1,0.0,,,,
2401CE,9,CE51PQ/CE61PQ,MTE2,1,0.0,,,,
2401CE,9,CE51PQ/CE61PQ,MTE3,1,0.0,,,,
2401CE,9,CE51PQ/CE61PQ,MTE4,1,0.0,,,,
2401CE,9,CE5199,P3,1,0.0,,,,
2401CE,10,CE5299,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2402GT,1,MA1101,CORE,1,0.0,,,,
2402GT,1,CS1101,CORE,1,0.0,,,,
2402GT,1,PH1101/PH1201,CORE,1,0.0,,,,
2402GT,1,CE1101/CE1201,CORE,1,0.0,,,,
2402GT,1,EE1101/EE1201,CORE,1,0.0,,,,
2402GT,1,HS1101,CORE,1,0.0,,,,
2402GT,2,MA1201,CORE,1,0.0,,,,
2402GT,2,CS1201,CORE,1,0.0,,,,
2402GT,2,CH1201/CH1101,CORE,1,0.0,,,,
2402GT,2,ME1201/ME1101,CORE,1,0.0,,,,
2402GT,2,ME1202/ME1102,CORE,1,0.0,,,,
2402GT,2,IK1101,IKS,1,0.0,,,,
2402GT,3,CE2101,CORE,1,0.0,,,,
2402GT,3,CE2102,CORE,1,1.0,,,,
2402GT,3,CE2103,CORE,1,0.0,,,,
2402GT,3,CE2104,CORE,1,0.0,,,,
2402GT,4,CE2201,CORE,1,0.0,,,,
2402GT,4,CE2202,CORE,1,0.0,,,,
2402GT,4,CE2203,CORE,1,1.0,,,,
2402GT,4,CE2204,CORE,1,0.0,,,,
2402GT,4,CE2205,CORE,1,0.0,,,,
2402GT,5,CE3101,CORE,1,0.0,,,,
2402GT,5,CE3102,CORE,1,0.0,,,,
2402GT,5,CE3103,CORE,1,1.0,,,,
2402GT,5,CE3104,CORE,1,0.0,,,,
2402GT,6,CE3201,CORE,1,0.0,,,,
2402GT,6,CE3202,CORE,1,1.0,,,,
2402GT,6,CE3203,CORE,1,0.0,,,,
2402GT,6,CE3204,CORE,1,0.0,,,,
2402GT,6,CE3205,CORE,1,0.0,,,,
2402GT,6,CE3206,CORE,1,0.0,,,,
2402GT,7,XX41PQ,BTE1,1,0.0,,,,
2402GT,7,XX41PQ,BTE2,1,0.0,,,,
2402GT,7,XX4198,SI,1,0.0,,,,
2402GT,7,XX4199,P1,1,0.0,,,,
2402GT,7,CE5105,CORE,1,0.0,,,,
2402GT,8,RM6201,RM,1,0.0,,,,
2402GT,8,CE5204,CORE,1,0.0,,,,
2402GT,8,CE5205,CORE,1,0.0,,,,
2402GT,8,CE52PQ/CE62PQ,MTE1,1,0.0,,,,
2402GT,8,CE4299,P2,1,0.0,,,,
2402GT,9,CE51PQ/CE61PQ,MTE2,1,0.0,,,,
2402GT,9,CE51PQ/CE61PQ,MTE3,1,0.0,,,,
2402GT,9,CE51PQ/CE61PQ,MTE4,1,0.0,,,,
2402GT,9,CE5199,P3,1,0.0,,,,
2402GT,10,CE5299,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
2402ST,1,MA1101,CORE,1,0.0,,,,
2402ST,1,CS1101,CORE,1,0.0,,,,
2402ST,1,PH1101/PH1201,CORE,1,0.0,,,,
2402ST,1,CE1101/CE1201,CORE,1,0.0,,,,
2402ST,1,EE1101/EE1201,CORE,1,0.0,,,,
2402ST,1,HS1101,CORE,1,0.0,,,,
2402ST,2,MA1201,CORE,1,0.0,,,,
2402ST,2,CS1201,CORE,1,0.0,,,,
2402ST,2,CH1201/CH1101,CORE,1,0.0,,,,
2402ST,2,ME1201/ME1101,CORE,1,0.0,,,,
2402ST,2,ME1202/ME1102,CORE,1,0.0,,,,
2402ST,2,IK1101,IKS,1,0.0,,,,
2402ST,3,CE5108,CORE,1,0.0,,,,
2402ST,3,CE5109,CORE,1,0.0,,,,
2402ST,3,CE5110,CORE,1,0.0,,,,
2402ST,4,CE5209,CORE,1,0.0,,,,
2402ST,4,CE5210,CORE,1,0.0,,,,
2402ST,4,CE5211,CORE,1,0.0,,,,
2402ST,4,RM6201,RM,1,0.0,,,,
2402ST,4,IK6201,IKS,1,0.0,,,,
2402ST,5,CE6198,SI,1,0.0,,,,
2402ST,5,CE6199,P1,1,0.0,,,,
2402ST,6,CE6299,P2,1,0.0,,,,
2402ST,7,CE41PQ,BTE1,1,0.0,,,,
2402ST,7,CE41PQ,BTE2,1,0.0,,,,
2402ST,7,CE4198,SI,1,0.0,,,,
2402ST,7,CE4199,P1,1,0.0,,,,
2402ST,7,CE5109,CORE,1,0.0,,,,
2402ST,8,RM6201,CORE,1,0.0,,,,
2402ST,8,CE5209,CORE,1,0.0,,,,
2402ST,8,CE5210,CORE,1,0.0,,,,
2402ST,8,CE52PQ/CE62PQ,MTE1,1,0.0,,,,
2402ST,8,CE4299,P2,1,0.0,,,,
2402ST,9,CE52PQ/CE62PQ,MTE2,1,0.0,,,,
2402ST,9,CE52PQ/CE62PQ,MTE3,1,0.0,,,,
2402ST,9,CE52PQ/CE62PQ,MTE4,1,0.0,,,,
2402ST,9,CE5199,P3,1,0.0,,,,
2402ST,10,XX5299,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,1,MA1101,CORE,1,0.0,,,,
,1,CS1101,CORE,1,0.0,,,,
,1,PH1101/PH1201,CORE,1,0.0,,,,
,1,CE1101/CE1201,CORE,1,0.0,,,,
,1,EE1101/EE1201,CORE,1,0.0,,,,
,1,HS1101,CORE,1,0.0,,,,
,2,MA1201,CORE,1,0.0,,,,
,2,CS1201,CORE,1,0.0,,,,
,2,CH1201/CH1101,CORE,1,0.0,,,,
,2,ME1201/ME1101,CORE,1,0.0,,,,
,2,ME1202/ME1102,CORE,1,0.0,,,,
,2,IK1101,IKS,1,0.0,,,,
,3,CE2101,CORE,1,0.0,,,,
,3,CE2102,CORE,1,1.0,,,,
,3,CE2103,CORE,1,0.0,,,,
,3,CE2104,CORE,1,0.0,,,,
,4,CE2201,CORE,1,0.0,,,,
,4,CE2202,CORE,1,0.0,,,,
,4,CE2203,CORE,1,1.0,,,,
,4,CE2204,CORE,1,0.0,,,,
,4,CE2205,CORE,1,0.0,,,,
,5,CE3101,CORE,1,0.0,,,,
,5,CE3102,CORE,1,0.0,,,,
,5,CE3103,CORE,1,1.0,,,,
,5,CE3104,CORE,1,0.0,,,,
,6,CE3201,CORE,1,0.0,,,,
,6,CE3202,CORE,1,1.0,,,,
,6,CE3203,CORE,1,0.0,,,,
,6,CE3204,CORE,1,0.0,,,,
,6,CE3205,CORE,1,0.0,,,,
,6,CE3206,CORE,1,0.0,,,,
,7,XX41PQ,BTE1,1,0.0,,,,
,7,XX41PQ,BTE2,1,0.0,,,,
,7,XX4198,SI,1,0.0,,,,
,7,XX4199,P1,1,0.0,,,,
,7,CE5105,CORE,1,0.0,,,,
,8,RM6201,RM,1,0.0,,,,
,8,CE5204,CORE,1,0.0,,,,
,8,CE5205,CORE,1,0.0,,,,
,8,CE52PQ/CE62PQ,MTE1,1,0.0,,,,
,8,CE4299,P2,1,0.0,,,,
,9,CE51PQ/CE61PQ,MTE2,1,0.0,,,,
,9,CE51PQ/CE61PQ,MTE3,1,0.0,,,,
,9,CE51PQ/CE61PQ,MTE4,1,0.0,,,,
,9,CE5199,P3,1,0.0,,,,
,10,CE5299,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,1,HS1101,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,CS2101,CORE,1,0.0,,,,
NS,3,CS2102,CORE,1,0.0,,,,
NS,3,CS2103,CORE,1,0.0,,,,
NS,3,CS2104,CORE,1,0.0,,,,
NS,3,CS2105,CORE,1,0.0,,,,
NS,4,CS2201,CORE,1,0.0,,,,
NS,4,CS2202,CORE,1,0.0,,,,
NS,4,CS2203,CORE,1,0.0,,,,
NS,4,CS2204,CORE,1,0.0,,,,
NS,4,CS2205,CORE,1,0.0,,,,
NS,5,CS3101,CORE,1,0.0,,,,
NS,5,CS3102,CORE,1,0.0,,,,
NS,5,CS3103,CORE,1,0.0,,,,
NS,5,CS3104,CORE,1,0.0,,,,
NS,6,CS3201,CORE,1,0.0,,,,
NS,6,CS3202,CORE,1,0.0,,,,
NS,6,CS3203,CORE,1,0.0,,,,
NS,6,CS32PQ,BTE_I,1,0.0,,,,
NS,6,CS3299,CORE,1,0.0,,,,
NS,7,CS5101,CORE,1,0.0,,,,
NS,7,CS41PQ,BTE-II,1,0.0,,,,
NS,7,CS41PQ,BTE-III,1,0.0,,,,
NS,7,CS4198,SI,1,0.0,,,,
NS,7,CS4199,P1,1,0.0,,,,
NS,8,CS5201,CORE,1,0.0,,,,
NS,8,CS5202,CORE,1,0.0,,,,
NS,8,CS62PQ,MTE-I,1,0.0,,,,
NS,8,RM6201,RM,1,0.0,,,,
NS,8,CS4299,P2,1,0.0,,,,
NS,9,CS61PQ,MTE-II,1,0.0,,,,
NS,9,CS61PQ,MTE-III,1,0.0,,,,
NS,9,CS61PQ,MTE-IV,1,0.0,,,,
NS,9,CS6190,P3,1,0.0,,,,
NS,10,CS6290,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,1,HS1101,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,EE2101,CORE,1,,,,,
NS,3,EE2102,CORE,1,,,,,
NS,3,EC2101,CORE,1,,,,,
NS,3,EC2102,CORE,1,,,,,
NS,3,EE2103,CORE,1,,,,,
NS,4,EC2201,CORE,1,,,,,
NS,4,EC2202,CORE,1,,,,,
NS,4,EE2201,CORE,1,,,,,
NS,4,EE2202,CORE,1,,,,,
NS,4,EC2204,CORE,1,,,,,
NS,5,EC3101,CORE,1,,,,,
NS,5,EE3101,CORE,1,,,,,
NS,5,EE3102,CORE,1,,,,,
NS,5,EC3104,CORE,1,,,,,
NS,5,EC3105,CORE,1,,,,,
NS,6,EE3201,CORE,1,,,,,
NS,6,EC3202,CORE,1,,,,,
NS,6,EC3203,CORE,1,,,,,
NS,6,EE3202,CORE,1,,,,,
NS,6,EE3203,CORE,1,,,,,
NS,6,EE3204,CORE,1,,,,,
NS,7,EE41xx,BTE1,1,,,,,
NS,7,EE41xx,BTE2,1,,,,,
NS,7,EE4196,SI,1,,,,,
NS,7,EE4197,P1,1,,,,,
NS,7,EE5101,CORE,1,,,,,
NS,8,EE5201,CORE,1,,,,,
NS,8,EE5202,CORE,1,,,,,
NS,8,XX52PQ/XX62PQ,MTE1,1,,,,,
NS,8,EE4297,P2,1,,,,,
NS,8,RM6201,RM,1,,,,,
NS,9,XX52PQ/XX62PQ,MTE2,1,,,,,
NS,9,XX52PQ/XX62PQ,MTE3,1,,,,,
NS,9,XX52PQ/XX62PQ,MTE4,1,,,,,
NS,9,EE5197,P3,1,,,,,
NS,10,EE5297,P4,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,1,HS1101,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,EE2101,CORE,1,0.0,,,,
NS,3,EE2102,CORE,1,0.0,,,,
NS,3,EC2101,CORE,1,0.0,,,,
NS,3,EC2102,CORE,1,0.0,,,,
NS,3,EC2103,CORE,1,0.0,,,,
NS,4,EC2201,CORE,1,0.0,,,,
NS,4,EC2202,CORE,1,0.0,,,,
NS,4,EE2201,CORE,1,0.0,,,,
NS,4,EC2203,CORE,1,0.0,,,,
NS,4,EC2204,CORE,1,0.0,,,,
NS,5,EC3101,CORE,1,0.0,,,,
NS,5,EE3102,CORE,1,0.0,,,,
NS,5,EC3103,CORE,1,0.0,,,,
NS,5,EC3104,CORE,1,0.0,,,,
NS,5,EC3105,CORE,1,0.0,,,,
NS,6,EC3201,CORE,1,0.0,,,,
NS,6,EC3202,CORE,1,0.0,,,,
NS,6,EC3203,CORE,1,0.0,,,,
NS,6,EC3204,CORE,1,0.0,,,,
NS,6,EC3205,CORE,1,0.0,,,,
NS,6,EC3206,CORE,1,0.0,,,,
NS,7,EC41XX,BTE1,1,0.0,,,,
NS,7,EC41XX,BTE2,1,0.0,,,,
NS,7,EC4196,SI,1,0.0,,,,
NS,7,EC4197,P1,1,0.0,,,,
NS,7,EC5101,CORE,1,0.0,,,,
NS,8,RM6201,RM,1,0.0,,,,
NS,8,EC5201,CORE,1,0.0,,,,
NS,8,EC5202,CORE,1,0.0,,,,
NS,8,XX52PQ/XX62 PQ,MTE1,1,0.0,,,,
NS,8,EC4297,P2,1,0.0,,,,
NS,9,XX52PQ/XX62 PQ,MTE2,1,0.0,,,,
NS,9,XX52PQ/XX62 PQ,MTE3,1,0.0,,,,
NS,9,XX52PQ/XX62 PQ,MTE4,1,0.0,,,,
NS,9,EC5197,P3,1,0.0,,,,
NS,10,EC5297,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
NS,1,CE1101/CE1201,CORE,1,0.0,,,,
NS,1,EE1101/EE1201,CORE,1,0.0,,,,
NS,1,HS1101,CORE,1,0.0,,,,
NS,2,MA1201,CORE,1,0.0,,,,
NS,2,CS1201,CORE,1,0.0,,,,
NS,2,CH1201/CH1101,CORE,1,0.0,,,,
NS,2,ME1201/ME1101,CORE,1,0.0,,,,
NS,2,ME1202/ME1102,CORE,1,0.0,,,,
NS,2,IK1101,IKS,1,0.0,,,,
NS,3,EE2101,CORE,1,0.0,,,,
NS,3,EE2102,CORE,1,0.0,,,,
NS,3,EC2101,CORE,1,0.0,,,,
NS,3,EC2102,CORE,1,0.0,,,,
NS,3,EC2103,CORE,1,0.0,,,,
NS,4,EC2201,CORE,1,0.0,,,,
NS,4,EC2202,CORE,1,0.0,,,,
NS,4,EE2201,CORE,1,0.0,,,,
NS,4,EC2203,CORE,1,0.0,,,,
NS,4,EC2204,CORE,1,0.0,,,,
NS,5,EC3101,CORE,1,0.0,,,,
NS,5,EE3102,CORE,1,0.0,,,,
NS,5,EC3103,CORE,1,0.0,,,,
NS,5,EC3104,CORE,1,0.0,,,,
NS,5,EC3105,CORE,1,0.0,,,,
NS,6,EC3201,CORE,1,0.0,,,,
NS,6,EC3202,CORE,1,0.0,,,,
NS,6,EC3203,CORE,1,0.0,,,,
NS,6,EC3204,CORE,1,0.0,,,,
NS,6,EC3205,CORE,1,0.0,,,,
NS,6,EC3206,CORE,1,0.0,,,,
NS,7,EC41PQ,BTE1,1,0.0,,,,
NS,7,EC41PQ,BTE2,1,0.0,,,,
NS,7,EC4194,SI,1,0.0,,,,
NS,7,EC4195,P1,1,0.0,,,,
NS,7,EC5151,CORE,1,0.0,,,,
NS,8,RM6201,RM,1,0.0,,,,
NS,8,EC5251,CORE,1,0.0,,,,
NS,8,EC5252,CORE,1,0.0,,,,
NS,8,EC52PQ,MTE1,1,0.0,,,,
NS,8,EC4295,P2,1,0.0,,,,
NS,9,EC51PQ/EC61PQ,MTE2,1,0.0,,,,
NS,9,XX51PQ/XX61PQ,MTE3,1,0.0,,,,
NS,9,EC51PQ/EC61PQ,MTE4,1,0.0,,,,
NS,9,EC5195,P3,1,0.0,,,,
NS,10,EC5295,P4,1,0.0,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
,,,NAN,1,,,,,
NS,1,MA1101,CORE,1,0.0,,,,
NS,1,CS1101,CORE,1,0.0,,,,
NS,1,PH1101/PH1201,CORE,1,0.0,,,,
