Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2101,3,Geomatics Engineering,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2102,3,Structural Mechanics,3-1-0,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2103,3,Fluid Mechanics ,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2104,3,Geology for Engineers ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,HS21PQ,3,HSS Elective I ,3-0-0,3,HS1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2201,4,Structural Analysis ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2202,4,Soil Mechanics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2203,4,Civil Engineering Materials,3-0-2,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2204,4,Water Resource Engineering - 1,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE2205,4,Numerical Methods in Civil Engineering,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3101,5,Design of Reinforced Concrete Structures,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3102,5,Foundation Engineering  ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3103,5,Transportation Engineering - 1,3-1-2,5,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3104,5,Environmental Engineering - 1,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3190,5,IDE2,3-0-0,3,IDE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3201,6,Design of Steel Structures,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3202,6,Infrastructure Drawing and Estimation ,1-2-0,3,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3203,6,Construction Planning & Management,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3204,6,Environmental Engineering - 2,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3205,6,Water Resource Engineering - 2,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE3206,6,Transportation Engineering - 2,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE41PQ,7,B. Tech. Elective - I,3-0-0,3,BTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE41PQ,7,B. Tech. Elective II,3-0-0,3,BTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,XX41PQ,7,IDE - III,3-0-0,3,IDE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,HS41XX,7,HSS Elective - II,3-0-0,3,HS2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,XX4198,7,Summer Internship*,0-0-12,3,SI,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,XX4199,7,Project I,0-0-12,6,P1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5102,7,Physico-Chemical Principles and Processes,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,RM6201,8,Research Methodology,3-1-0,4,RM,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5201,8,Biological Principles and Processes,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5202,8,Air Pollution and Control,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE52PQ/CE62PQ,8,M. Tech. Elective - I,3-0-0,3,MTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4299,8,Project - II,0-0-12,6,P2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - II,3-0-0,3,MTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - III,3-0-0,3,MTE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE51PQ/CE61PQ,9,M. Tech. Elective - IV,3-0-0,3,MTE4,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5199,9,Project - III,0-0-16,8,P3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5299,10,Project - IV,0-0-36,18,P4,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2101,3,Geomatics Engineering,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2102,3,Structural Mechanics,3-1-0,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2103,3,Fluid Mechanics ,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2104,3,Geology for Engineers ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,HS21PQ,3,HSS Elective I ,3-0-0,3,HS1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2201,4,Structural Analysis ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2202,4,Soil Mechanics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2203,4,Civil Engineering Materials,3-0-2,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2204,4,Water Resource Engineering - 1,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE2205,4,Numerical Methods in Civil Engineering,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3101,5,Design of Reinforced Concrete Structures,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3102,5,Foundation Engineering  ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3103,5,Transportation Engineering - 1,3-1-2,5,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3104,5,Environmental Engineering - 1,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3190,5,IDE2,3-0-0,3,IDE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3201,6,Design of Steel Structures,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3202,6,Infrastructure Drawing and Estimation ,1-2-0,3,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3203,6,Construction Planning & Management,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3204,6,Environmental Engineering - 2,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3205,6,Water Resource Engineering - 2,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE3206,6,Transportation Engineering - 2,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,XX41PQ,7,BTE1,3-0-0,3,BTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,XX41PQ,7,BTE2,3-0-0,3,BTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,XX41PQ,7,IDE3,3-0-0,3,IDE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,HS41PQ,7,HS2,3-0-0,3,HS2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,XX4198,7,SI,0-0-12,3,SI,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,XX4199,7,P1,0-0-12,6,P1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE5105,7,Advanced Soil Mechanics,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,RM6201,8,RM,3-1-0,4,RM,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE5204,8,Advanced Foundation Engineering,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE5205,8,Computational Geomechanics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE52PQ/CE62PQ,8,MTE1,3-0-0,3,MTE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4299,8,P2,0-0-12,6,P2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE51PQ/CE61PQ,9,MTE2,3-0-0,3,MTE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE51PQ/CE61PQ,9,MTE3,3-0-0,3,MTE3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE51PQ/CE61PQ,9,MTE4,3-0-0,3,MTE4,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE5199,9,P3,0-0-16,8,P3,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE5299,10,P4,0-0-36,18,P4,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,HS5111,3,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5108,3,Advanced Structural Analysis,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5109,3,Structural Dynamics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5110,3,Theory of Plates and Shells,3-0-0,3,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE51PQ/ CE61PQ,3,DE- I: Structure Elective,3-0-0,3,DE1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE51PQ/ CE61PQ,3,DE- II: Structure / Department Elective,3-0-0,3,DE2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,XX61PQ,3,IDE,3-0-0,3,IDE1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5209,4,Advanced Concrete Design,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5210,4,Earthquake Resistant Design of Structures,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5211,4,Stability of Structures,3-0-0,3,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/ CE62PQ,4,DE-3: Structure Elective,3-0-0,3,DE3,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/ CE62PQ,4,DE-4: Structure / Department Elective,3-0-0,3,DE4,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,RM6201,4,Research Methodology,3-1-0,4,RM,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,IK6201,4,IKS,3-0-0,3,IKS,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6198,5,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6199,5,Project I,0-0-30,15,P1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE6299,6,Project II,0-0-42,21,P2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE41PQ,7,BTE1,3-0-0,3,BTE1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE41PQ,7,BTE2,3-0-1,3,BTE2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,XX41PQ,7,IDE3,3-0-2,3,IDE3,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,HS41PQ,7,HS2,3-0-3,3,HS2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4198,7,SI,0-0-12,3,SI,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4199,7,P1,0-0-12,6,P1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5109,7,Structural Dynamics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,RM6201,8,Research Methodology,3-1-0,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5209,8,Advanced Concrete Design,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5210,8,Earthquake Resistant Design of Structures,3-0-2,4,Core,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/CE62PQ,8,MTE1,3-0-0,3,MTE1,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE4299,8,P2,0-0-12,6,P2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/CE62PQ,9,MTE2,3-0-0,3,MTE2,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/CE62PQ,9,MTE3,3-0-0,3,MTE3,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE52PQ/CE62PQ,9,MTE4,3-0-0,3,MTE4,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,CE5199,9,P3,0-0-16,8,P3,0.0
Civil and Environmental Engineering,Btech-Mtech Dual Degree in Structural Engineering,2402ST,XX5299,10,P4,0-0-36,18,P4,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CS1101,1,Foundations of Programming ,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,IK1101,2,Indian Knowledge System(IKS),3-0-0,3,IKS,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2101,3,Geomatics Engineering,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2102,3,Structural Mechanics,3-1-0,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2103,3,Fluid Mechanics ,3-1-2,5,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2104,3,Geology for Engineers ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,HS21PQ,3,HSS Elective I ,3-0-0,3,HS1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2201,4,Structural Analysis ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2202,4,Soil Mechanics,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2203,4,Civil Engineering Materials,3-0-2,4,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2204,4,Water Resource Engineering - 1,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE2205,4,Numerical Methods in Civil Engineering,3-0-0,3,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE22PQ,4,IDE1,3-0-0,3,IDE1,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3101,5,Design of Reinforced Concrete Structures,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3102,5,Foundation Engineering  ,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3103,5,Transportation Engineering - 1,3-1-2,5,Core,1.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3104,5,Environmental Engineering - 1,3-0-2,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3190,5,IDE2,3-0-0,3,IDE2,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3201,6,Design of Steel Structures,3-1-0,4,Core,0.0
Civil and Environmental Engineering,B. Tech.   M. Tech. Dual Degree in Transportation Engineering,,CE3202,6,Infrastructure Drawing and Estimation ,1-2-0,3,Core,1.0
