Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type,offered_for_minor
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3104,5,Ceramic Science and Technology,3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3105,5,Metallography and Heat Treatment Laboratory,0-0-2,1,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3190,5,IDE2,3-0-0,3,IDE2,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3201,6,Techniques of Materials Characterization II,3-0-3,4.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3202,6,"Corrosion and Corrosion
Prevention",3-0-2,4,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3203,6,Functional Materials,3-0-0,3,Core,1.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3204,6,"Non-ferrous Metals and
Alloys",3-0-0,3,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3205,6,Capstone Laboratory,0-0-4,2,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM3210,6,Metals Processing Laboratory,0-0-3,1.5,Core,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM41PQ,7,DE1,3-0-0,3,DE1,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM41PQ,7,DE2,3-0-0,3,DE2,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,HS41PQ,7,HS2 ,3-0-0,3,HS2 ,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,XX41PQ,7,IDE3,3-0-0,3,IDE3,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM4198,7,SI,0-0-12,3,SI,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM4199,7,P1,0-0-12,6,P1,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM42PQ,8,DE3,3-0-0,3,DE3,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM42PQ,8,DE4,3-0-0,3,DE4,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM42PQ,8,DE5,3-0-0,3,DE5,0.0
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,MM4299,8,P2,0-0-16,8,P2,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,MA1101,1,Calculus and Linear Algebra,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,CS1101,1,Foundations of Programming,3-0-3,4.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH1101/PH1201,1,Physics,3-1-3,5.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,CE1101/CE1201,1,Engineering Graphics,1-0-3,2.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EE1101/EE1201,1,Electrical Sciences,3-0-3,4.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,HS1101,1,English for Professionals,2-0-1,2.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,MA1201,2,Probability Theory and Ordinary Differential Equations,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,CS1201,2,Data Structure,3-0-3,4.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,CH1201/CH1101,2,Chemistry,3-1-3,5.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,ME1201/ME1101,2,Mechanical Fabrication,0-0-3,1.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,ME1202/ME1102,2,Engineering Mechanics,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,IK1101,2,Indian Knowledge System (IKS),3-0-0,3,IKS,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2101,3,Quantum Physics,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2102,3,Optics and Lasers,3-0-3,4.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2103,3,Classical dynamics: discrete and continuum systems,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2104,3,Thermal physics with engineering applications,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,HS21PQ,3,HSS Elective   I,3-0-0,3,HS1,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2201,4,Introduction to Nuclear and Particle Physics,2-1-0,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2202,4,Mathematical Methods for Engineers,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2203,4,Electromagnetism,3-1-0,4,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2204,4,Introductory Statistical Mechanics,2-1-0,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP2205,4,Analog Electronics,2-0-3,3.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP22PQ,4,IDE   I,3-0-0,3,ID1,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3101,5,Computational Techniques,2-0-3,3.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3102,5,Data Science for Physicists,1-1-3,3.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3103,5,Digital Electronics and Microprocessors,2-0-3,3.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3104,5,Solid State Physics,3-1-2,5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3105,5,Instrumentation Techniques,2-0-2,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP31XX,5,IDE   II,3-0-0,3,ID2,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3201,6,Nonlinear Dynamics,2-1-0,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3202,6,Interfacing and data analysis,1-0-4,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3203,6,Atomic and Molecular Physics,3-1-2,5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP3204,6,Soft Condensed Matter Physics,3-0-0,3,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH32XX,6,DE   I,3-0-0,3,DE1,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH32XX,6,DE   II,3-0-0,3,DE2,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,EP4105,7,Quantum Technology Laboratory,1-0-3,2.5,Core,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH41XX / PH42XX,7,DE1II,3-0-0,3,DE3,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,HS41PQ,7,HSS Elective   II,3-0-0,3,HS2,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PHXXXX,7,IDE   III,3-0-0,3,ID3,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH4198,7,Summer Internship*,0-0-12,3,SI,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH4199,7,Project   I,0-0-12,6,P1,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH41XX / PH42XX,8,DE1V,3-0-0,3,DE4,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH41XX / PH42XX,8,DE5,3-0-0,3,DE5,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH41XX / PH42XX,8,DE5I ,3-0-0,3,DE6,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH41XX / PH42XX,8,DE5II,3-0-0,3,DE7,0.0
"Engineering Physics and Minors in Physics, Nanoscience, Optics, Energy Storage Technology, Quantum Technology",,,PH4299,8,Project   II,0-0-16,8,P2,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5101,1,Advanced Reaction Engineering,3-1-0,4,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5102,1,Advanced Heat Transfer,3-1-0,4,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5103,1,Introduction to Computational Techniques,1-0-3,2.5,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB61PQ,1,DE1,3-0-0,3,DE1,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB61PQ,1,DE1I,3-0-0,3,DE1I,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5201,2,Advanced Mass Transfer,3-1-0,4,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5202,2,Classical and Statistical Thermodynamics,3-1-0,4,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB5203,2,Analytical Characterization Lab,1-0-3,2.5,C,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB62PQ,2,DE1II,3-0-0,3,DE1II,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB62PQ,2,DE1V,3-0-0,3,DE1V,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,IK6201,2,IKS,3-0-0,3,IKS,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6198,3,Summer Internship/Mini Project,0-0-12,3,SI,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6199,3,Project I,0-0-30,15,P1,0.0
Chemical and Biochemical Engineering,M. Tech. in Chemical Engineering,2411CB,CB6299,4,Project II,0-0-42,21,P2,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5101,1,Chemistry for Environmental Engineers,3-0-2,4,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5102,1,Physico-Chemical Principles and Processes,3-0-0,3,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5103,1,Solid and Hazardous Waste Management,3-0-0,3,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE51PQ/ CE61PQ,1,DE1 (Environmental Elective),3-0-0,3,DE1,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE51PQ/ CE61PQ,1,DE1I (Environmental / Department Elective),3-0-0,3,DE2,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5201,2,Biological Principles and Processes,3-0-0,3,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5202,2,Air Pollution and Control,3-0-2,4,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE5203,2,Environmental Impact Assessment,3-0-0,3,C,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE52PQ/ CE62PQ,2,DE1II (Environmental Elective),3-0-0,3,DE3,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE52PQ/ CE62PQ,2,DE1V (Environmental Elective/ Department Elective),3-0-0,3,DE4,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6199,3,Project I,0-0-30,15,P1,0.0
Civil and Environmental Engineering,M. Tech. in Environmental Engineering,2411CE,CE6299,4,Project II,0-0-42,21,P2,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5104,1,Geotechnical Exploration,3-0-2,4,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5105,1,Advanced Soil Mechanics,3-0-0,3,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5106,1,Rock Engineering,3-0-2,4,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE51PQ/CE61PQ,1,DE1: (Geotechnical Elective),3-0-0,3,DE1,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE51PQ/CE61PQ,1,DE1I: (Dept. Elective/Geotechnical Elective),3-0-0,3,DE2,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5204,2,Core-4: Advanced Foundation Engineering,3-0-0,3,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5205,2,Core-5: Computational Geomechanics,3-0-2,4,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE5206,2,Core-6: Fundamentals of Soil Behaviour,3-0-0,3,C,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE52PQ/CE62PQ,2,DE-3: (Geotechnical Elective),3-0-0,3,DE3,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE52PQ/CE62PQ,2,DE-4: (Dept. Elective/Geotechnical Elective),3-0-0,3,DE4,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE6199,3,Project I,0-0-30,15,P1,0.0
Civil and Environmental Engineering,Mtech in Geotechnical ,2411CE,CE62PQ,4,Project II,0-0-42,21,P2,0.0
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS1,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5106,1,Rock Engineering,3-0-2,4,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5105,1,Advanced Soil Mechanics,3-0-0,3,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5107,1,Engineering Behaviour of Rock,3-0-0,3,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE51PQ/CE61PQ,1,DE1,3-0-0,3,DE1,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE51PQ/CE61PQ,1,DE2,3-0-0,3,DE2,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5207,2,"Analysis and Design of Underground
Structures",3-0-2,4,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5205,2,Computational Geomechanics,3-0-2,4,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE5208,2,Landslides and Avalanches,3-0-0,3,C,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE52PQ/ CE62PQ,2,DE3,3-0-0,3,DE3,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE52PQ/ CE62PQ,2,DE4,3-0-0,3,DE4,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,IK6201,2,IKS,3-0-0,3,IKS,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,SI,3,Summer Internship/Mini Project,0-0-12,3,SI,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,P1,3,Project 1,0-0-30,15,P1,
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,P2,4,Project 2,0-0-42,21,P2,
Transportation Engineering,,2411CE,CE5111,1,Urban Transportation Planning,3-0-0,3,Core,0.0
Transportation Engineering,,2411CE,CE5112,1,Pavement Analysis and Design,3-0-0,3,Core,0.0
Transportation Engineering,,2411CE,CE5113,1,Traffic Engineering and Management,3-0-3,4.5,Core,0.0
Transportation Engineering,,2411CE,CE51PQ/ CE61PQ,1,DE1 (Transportation Elective) ,3-0-0,3,DE1,0.0
Transportation Engineering,,2411CE,CE51PQ/ CE61PQ,1,DE1I (Transportation Elective/ Department Elective),3-0-0,3,DE2,0.0
Transportation Engineering,,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE,0.0
Transportation Engineering,,2411CE,CE5212,2,Highway Materials,3-0-3,4.5,Core,0.0
Transportation Engineering,,2411CE,CE5213,2,Railway Engineering,3-0-0,3,Core,0.0
Transportation Engineering,,2411CE,CE5214,2,Computer Applications in Transportation Engineering,2-1-0,3,Core,0.0
Transportation Engineering,,2411CE,CE52PQ/ CE62PQ,2,DE1II (Transportation Elective),3-0-0,3,DE3,0.0
Transportation Engineering,,2411CE,CE52PQ/ CE62PQ,2,DE1V (Transportation Elective/ Department Elective),3-0-0,3,DE4,0.0
Transportation Engineering,,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Transportation Engineering,,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0.0
Transportation Engineering,,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Transportation Engineering,,2411CE,CE6199,3,Project I,0-0-30,15,P1,0.0
Transportation Engineering,,2411CE,CE6299,4,Project II,0-0-42,21,P2,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5108,1,Advanced Structural Analysis,3-0-2,4,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5109,1,Structural Dynamics,3-0-2,4,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5110,1,Theory of Plates and Shells,3-0-0,3,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE51PQ/ CE61PQ,1,DE- I: Structure Elective,3-0-0,3,DE1,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE51PQ/ CE61PQ,1,DE- II: Structure / Department Elective,3-0-0,3,DE2,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5209,2,Advanced Concrete Design,3-0-2,4,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5210,2,Earthquake Resistant Design of Structures,3-0-2,4,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5211,2,Stability of Structures,3-0-0,3,Core,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE52PQ/ CE62PQ,2,DE-3: Structure Elective,3-0-0,3,DE3,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE52PQ/ CE62PQ,2,DE-4: Structure / Department Elective,3-0-0,3,DE4,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,IK6201,2,IKS,3-0-0,3,IKS,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6199,3,Project I,0-0-30,15,P1,0.0
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6299,4,Project II,0-0-42,21,P2,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5181 ,1,Advanced Engineering Mathematics,3-0-0,3,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5182,1,Civil Engineering Design   I,1-2-0,3,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE1,3-0-0,3,DE1,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE2,3-0-0,3,DE2,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE51××/CE61××,1,DE3,3-0-0,3,DE3,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5183,1,Civil Engineering Lab-I,0-0-3,1.5,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,XX61PQ,1,IDE,3-0-0,3,IDE1,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5281,2,Civil Engineering Design   II,1-2-0,3,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5282,2,Finite Element Methods,3-0-0,3,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx,2,DE4,3-0-0,3,DE4,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx ,2,DE5,3-0-0,3,DE5,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE52××/CE62xx ,2,DE6,3-0-0,3,DE6,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5283 ,2,Civil Engineering Lab-II,0-0-3,1.5,Core,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,IK6201 ,2,IKS ,3-0-0,3,IKS,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6199,3,Project I ,0-0-30,15,P1,0.0
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6299,4,Project II,0-0-42,21,P2,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5101,1,Design and Analysis of Algorithms,3-1-0,4,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5102,1,Foundations of Computer Systems,3-0-0,3,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS61XX,1,DE1,3-0-0,3,DE1,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS61XX,1,DE1I,3-0-0,3,DE2,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,HS5111,1,Technical Writing and Soft Skill,1-2-2,4,HS,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5103,1,Computing Lab-1,0-1-2,2,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6109,1,IDE (Drone Data Processing & Analysis),3-0-0,3,IDE,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5201,2,Advanced Artificial Intelligence,3-0-0,3,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5203,2,Natural Language Processing,3-0-0,3,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS62XX,2,DE1II,3-0-0,3,DE3,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS62XX,2,DE1V,3-0-0,3,DE4,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS62XX,2,DE5,3-0-0,3,DE5,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,RM6201,2,Research Methodology,3-1-0,4,RM,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS5205,2,Advanced Artificial Intelligence Lab,0-1-2,2,C,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,IK6201,2,IKS,3-0-0,3,IKS,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6198,3,Summer Internship/Mini Project*,0-0-12,3,SI,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6199,3,Project I,0-0-30,15,P1,0.0
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6299,4,Project II,0-0-42,21,P2,0.0
