Course Code,Course Name,LTP,Credit,Type
MM6232,Polymer Matrix Composite,3-0-0,3.0,DE2
MM6235,Functional Ceramics,3-0-0,3.0,DE2
MM6237,Materials Characterization Techniques,3-0-0,3.0,DE3
MM6238,Selection of Alloys and Heat Treatment,3-0-0,3.0,DE3
MM6233,Thin Films - An Engineering Approach,3-0-0,3.0,DE3
MM6239,Joining of Materials,3-0-0,3.0,DE3
MM6240,Crystal Symmetry and Tensor properties,3-0-0,3.0,DE4
MM6151,Coating Technology,3-0-0,3.0,DE4
MM6152,Fabrication of Solid-state Devices,3-0-0,3.0,DE4
MM6153,Structural characterization of materials,3-0-0,3.0,IDE
MA6211,Number Theory,3-0-0,3.0,DE1
MA5229,Operators on Hilbert Spaces,3-0-0,3.0,DE4
MA6291,Mathematical methods in classical mechanics,3-0-0,3.0,DE4
PH4233,Quantum Mechanics-II,"""2-1-0""",3.0,DE1
PH4234,Thin Film Technology,"""2-1-0""",3.0,DE1
PH5130,Introduction to Medical Physics,"""2-1-0""",3.0,DE1
PH5230,Introduction to Medical Physics,"""2-1-0""",3.0,DE1
PH5131,Introduction to Data Science for Physicists,"""2-1-0""",3.0,DE1
PH5231,Introduction to Data Science for Physicists,"""2-1-0""",3.0,DE1
PH5132,Electrodynamics-II,"""3-0-0""",3.0,DE2/DE3/DE4
PH5232,Electrodynamics-II,"""3-0-0""",3.0,DE2/DE3/DE4
PH5133,General Relativity and Cosmology,"""2-1-0""",3.0,DE2/DE3/DE4
PH5233,General Relativity and Cosmology,"""2-1-0""",3.0,DE2/DE3/DE4
PH5134,Solar Energy and Photovoltaics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5234,Solar Energy and Photovoltaics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5135,Nanophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5235,Nanophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5136,Nanoelectronics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5236,Nanoelectronics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5137,Nanoionics: Concepts and Technological Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5237,Nanoionics: Concepts and Technological Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5138,Magnetism at Nanoscale,"""2-1-0""",3.0,DE2/DE3/DE4
PH5238,Magnetism at Nanoscale,"""2-1-0""",3.0,DE2/DE3/DE4
PH5139,Ferroic Phenomena,"""2-1-0""",3.0,DE2/DE3/DE4
PH5239,Ferroic Phenomena,"""2-1-0""",3.0,DE2/DE3/DE4
PH5140,Measurement Techniques,"""2-0-2""",3.0,DE2/DE3/DE4
PH5240,Measurement Techniques,"""2-0-2""",3.0,DE2/DE3/DE4
PH5141,Computational Physics,"""2-0-2""",3.0,DE2/DE3/DE4
PH5241,Computational Physics,"""2-0-2""",3.0,DE2/DE3/DE4
PH5142,Nanoscience,"""2-1-0""",3.0,DE2/DE3/DE4
PH5242,Nanoscience,"""2-1-0""",3.0,DE2/DE3/DE4
PH5143,Quantum Optics & Quantum Information,"""2-1-0""",3.0,DE2/DE3/DE4
PH5243,Quantum Optics & Quantum Information,"""2-1-0""",3.0,DE2/DE3/DE4
PH5144,Physics of Ultracold Atoms,"""2-1-0""",3.0,DE2/DE3/DE4
PH5244,Physics of Ultracold Atoms,"""2-1-0""",3.0,DE2/DE3/DE4
PH5145,Biophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5245,Biophotonics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5146,Magnetic Materials and Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5246,Magnetic Materials and Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5147,Materials for Engineering Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5247,Materials for Engineering Applications,"""2-1-0""",3.0,DE2/DE3/DE4
PH5148,Quantum Theory of Collisions,"""2-1-0""",3.0,DE2/DE3/DE4
PH5248,Quantum Theory of Collisions,"""2-1-0""",3.0,DE2/DE3/DE4
PH5149,Fourier Optics and Holography,"""2-1-0""",3.0,DE2/DE3/DE4
PH5249,Fourier Optics and Holography,"""2-1-0""",3.0,DE2/DE3/DE4
PH5150,Introductory Biophysics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5250,Introductory Biophysics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5151,Quantum Field Theory,"""2-1-0""",3.0,DE2/DE3/DE4
PH5251,Quantum Field Theory,"""2-1-0""",3.0,DE2/DE3/DE4
PH5152,Particle Physics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5252,Particle Physics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5153,Scanning Probe Microscopy,"""2-1-0""",3.0,DE2/DE3/DE4
PH5253,Scanning Probe Microscopy,"""2-1-0""",3.0,DE2/DE3/DE4
PH5154,Soft Matter Physics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5254,Soft Matter Physics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5155,Ultrafast Optics and Spectroscopy,"""2-1-0""",3.0,DE2/DE3/DE4
PH5255,Ultrafast Optics and Spectroscopy,"""2-1-0""",3.0,DE2/DE3/DE4
PH5156,Spintronics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5256,Spintronics,"""2-1-0""",3.0,DE2/DE3/DE4
PH5157,Quantum Materials,"""2-1-0""",3.0,DE2/DE3/DE4
PH5257,Quantum Materials,"""2-1-0""",3.0,DE2/DE3/DE4
PH5158,Magnetism: Fundamentals to Application,"""2-1-0""",3.0,DE2/DE3/DE4
PH5258,Magnetism: Fundamentals to Application,"""2-1-0""",3.0,DE2/DE3/DE4
PH5159,Quantum Transport in Mesoscopic Systems,"""2-1-0""",3.0,DE2/DE3/DE4
PH5259,Quantum Transport in Mesoscopic Systems,"""2-1-0""",3.0,DE2/DE3/DE4
PH5160,Experimental Techniques at Low Temperatures,"""2-0-2""",3.0,DE2/DE3/DE4
PH5260,Experimental Techniques at Low Temperatures,"""2-0-2""",3.0,DE2/DE3/DE4
PH5161,Condensed Matter Physics-II,"""3-0-0""",3.0,DE2/DE3/DE4
PH5261,Condensed Matter Physics-II,"""3-0-0""",3.0,DE2/DE3/DE4
EE6219,Optimal Control,3-0-0,3.0,MTE1
EE5112,Energy Storage Systems,3-0-0,3.0,MTE4
EE6112,V2G and G2V Technology,3-0-0,3.0,MTE4
EC6155,Emerging Technologies for Beyond 5G,3-0-0,3.0,MTE4
EC5108,Microwave and Millimetre Wave Integrated Circuits (MMIC),3-0-0,3.0,MTE1
EC5109,Generative AI for Video Surveillance System,3-0-0,3.0,MTE1
EC5266,Embedded System Integration,3-0-0,3.0,MTE1
EC5112,VLSI Testing and Verification,3-0-0,3.0,MTE4
ME6105,Robot Motion Planning,3-0-0,3.0,MTE1
HS4165,Game Theory,3-1-0,4.0,SE1
HS4167,Energy Economics,3-1-0,4.0,SE1
HS4169,Labour Economics,3-1-0,4.0,SE1
HS4261,Business Law and Economics,3-1-0,4.0,SE1
HS4263,Advanced Macroeconomics,3-1-0,4.0,SE1
HS4264,Institutional Economics,3-1-0,4.0,SE1
HS4265,Public Finance and Policy,3-1-0,4.0,SE1
HS4269,Agrarian Economics,3-1-0,4.0,SE1
HS4101,Political Economy and Development,3-1-0,4.0,SE1
HS4103,Mechanism Design,3-1-0,4.0,SE1
HS4105,Financial Analytics,3-1-0,4.0,SE2
HS4107,Behavioural Economics and Finance,3-1-0,4.0,SE2
HS4209,Programming/ Coding,3-1-0,4.0,SE2
HS4211,Corporate Finance,3-1-0,4.0,SE2
HS4173,Wealth Management,3-1-0,4.0,SE2
HS4175,Programming/ Coding,3-1-0,4.0,SE3
HS4179,HR Analytics,3-1-0,4.0,SE3
HS4272,Financial Analytics,3-1-0,4.0,SE3
HS4274,Big Data Analytics,3-1-0,4.0,SE3
HS4276,Artificial Intelligence,3-1-0,4.0,SE3
HS4278,Statistical Decision Theory,3-1-0,4.0,SE3
