Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type
Physics,M.Sc. in Physics,2412PH,PH5154/PH5254,3/4,Soft Matter Physics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5155/PH5255,3/4,Ultrafast Optics and Spectroscopy,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5156/PH5256,3/4,Spintronics,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5157/PH5257,3/4,Quantum Materials,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5158/PH5258,3/4,Magnetism: Fundamentals to Application,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5159/PH5259,3/4,Quantum Transport in Mesoscopic Systems,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5160/PH5260,3/4,Experimental Techniques at Low Temperatures,"""2-0-2""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,PH5161/PH5261,3/4,Condensed Matter Physics-II,"""3-0-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,,3/4,Mathematical Physics-II,"""2-1-0""",3.0,DE2/DE3/DE4
Physics,M.Sc. in Physics,2412PH,,3/4,Introduction to nonlinear dynamics and chaos,"""3-0-0""",3.0,DE2/DE3/DE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4101,4,Construction Technology and Management,3-0-0,3.0,IDE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4102,5,Green Building,3-0-0,3.0,IDE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4103,7,Introduction to Bridge Engineering,3-0-0,3.0,BTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4104,7,Prestressed and Precast Concrete Structures,3-0-0,3.0,BTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4105,7,Fundamentals of Solid Mechanics,3-0-0,3.0,BTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4106,7,Matrix Methods for Structural Analysis,3-0-0,3.0,BTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4107,7,Stochastic Hydrology,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4108,7,Irrigation Engineering and Hydraulic Structures,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4109,7,Elementary Soil Behaviour,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE4110,7,Fundamentals of Geoenvironmental Engineering,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6201,7,Biogeotechnical Engineering,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6202,7,Pavement Geotechnology,3-0-0,3.0,BTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6203,8,E-waste Management for Circular Economy,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6204,8,Industrial Pollution Control and Prevention,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6205,8,Water Supply and Sewerage Network Design,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6101,8,Design of Water and Wastewater Treatment Facilities,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6102,8,Advanced Water and Wastewater Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6103,9,Atmospheric Physics and Chemistry,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6104,9,Sampling Analytical Methods and Statistics for Environmental Engineering,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6105,9,Environmental Toxicology and Risk Assessment,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6130,9,Environmental Hydraulics,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6114,9,Atmospheric Science and Climate Change,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6109,9,Analytical Methods in Civil Engineering,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE5117,9,Probabilistic Methods in Geotechnical Engineering,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,CE6131,9,Geoenvironmental Engineering,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,,9,Water Resources Management,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Environmental Engineering,2401CE,,9,Sustainability of Water Resources System,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4103,7,Introduction to Bridge Engineering,3-0-0,3.0,DE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4104,7,Prestressed and Precast Concrete Structures,3-0-0,3.0,DE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4105,7,Fundamentals of Solid Mechanics,3-0-0,3.0,DE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4106,7,Matrix Method for Structural Analysis,3-0-0,3.0,DE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4107,7,Stochastic Hydrology,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4108,7,Irrigation Engineering and Hydraulic Structures,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4109,7,Elementary Soil Behaviour,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE4110,7,Fundamentals of Geoenvironmental Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6206,7,Biogeotechnical Engineering,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6207,7,Pavement Geotechnology,3-0-0,3.0,DE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6208,8,Geotechnical Earthquake Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6209,8,Soil-Structure Interaction Analysis,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6210,8,Mine Wastes Generation and Management,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6211,8,Coupled Process in Fractured Geological Media,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6212,8,Ground Improvement Techniques,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6213,8,Utilization of industrial byproducts for geotechnical applications,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6214,8,Rock Engineering for River Valley Projects,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6215,8,Design of Underground Excavations,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6106,8,Special Topics in Geotechnical Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6107,8,Forensic Geotechnical Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6108,9,Soil Dynamics,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6109,9,Rock Slope Engineering,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6110,9,Constitutive Modelling in Geotechnics,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6111,9,Geoenvironmental Engineering,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6112,9,Biogeotechnics,3-0-0,3.0,MTE2
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6113,9,Rock Mechanics,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6114,9,Environmental Rock Engineering,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6115,9,Pavement Geotechnics,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6116,9,Probalistic Methods in Geotechnical Engineering,3-0-0,3.0,MTE3
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6103,9,Advanced Structural Mechanics,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6128,9,Bridge Engineering and Design,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6129,9,Environmental Toxicology and Risk Assessment,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6102,9,Highway Geometric Design and Safety,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,CE6125,9,Airport Engineering,3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,,9,"Sampling, Analytical Methods, and Statistics for Environmental Engineering",3-0-0,3.0,MTE4
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Geotechnical Engineering,2402GT,,9,Bituminous materials,3-0-0,3.0,MTE4
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Metallurgical and Materials Engineering,Btech in Metallurgical and Materials Engineering,2401MM,,,,,,
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6227,8,Traffic Flow Theory,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6228,8,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6229,8,Advanced Flexible Pavement Analysis and Design,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6230,8,Advanced Concrete Pavement Analysis and Design,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6231,8,Advanced Pavement Material Characterization,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6223,8,"Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6218,8,Finite Element Method,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6211,8,Utilization of industrial by-products for geotechnical applications,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6210,8,Ground Improvement Techniques,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE5217,8,Geoinformatics for Engineers,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6213,8,Design of Underground Excavations,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6214,8,Special Topics in Geotechnical Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6215,8,Forensic Geotechnical Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6219,8,Structural Health Monitoring,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6206,8,Geotechnical Earthquake Engineering,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6208,8,Mine Wastes Generation and Management,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6209,8,Coupled Process in Fractured Geological Media,3-0-0,3.0,MTE1
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6125,9,Bituminous materials,3-0-1,3.0,"MTE2, MTE3, MTE4"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6126,9,Intelligent Transportation Systems,3-0-2,3.0,"MTE2, MTE3, MTE5"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6127,9,Pavement Management Systems,3-0-3,3.0,"MTE2, MTE3, MTE6"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6113,9,Pavement Geotechniques,3-0-4,3.0,"MTE2, MTE3, MTE7"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6106,9,Soil Dynamics,3-0-5,3.0,"MTE2, MTE3, MTE8"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6107,9,Rock Slope Engineering,3-0-6,3.0,"MTE2, MTE3, MTE9"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6122,9,Advanced Concrete Technology,3-0-7,3.0,"MTE2, MTE3, MTE10"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6116,9,Bridge Engineering and Design,3-0-8,3.0,"MTE2, MTE3, MTE11"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6128,9,Highway Geometric Design and Safety,3-0-9,3.0,"MTE2, MTE3, MTE12"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6129,9,Airport Engineering,3-0-10,3.0,"MTE2, MTE3, MTE13"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6111,9,Rock Mechanics,3-0-11,3.0,"MTE2, MTE3, MTE14"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6114,9,Probalistic Methods in Geotechnical Engineering,3-0-12,3.0,"MTE2, MTE3, MTE15"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6108,9,Constitutive Modelling in Geotechnics,3-0-13,3.0,"MTE2, MTE3, MTE16"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6102,9,"Sampling, Analytical Methods, and Statistics for Environmental Engineering",3-0-14,3.0,"MTE2, MTE3, MTE17"
Civil and Environmental Engineering,B. Tech. – M. Tech. Dual Degree in Transportation Engineering,2402TE,CE6130,9,Analytical Methods in Civil Engineering,3-0-15,3.0,"MTE2, MTE3, MTE18"
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE4101,7,Electrical Traction and Propulsion,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC4102,7,Deep Learning for Video Surveillance Systems,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC4103,7,FPGA based System Design,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC4101,7,Introduction      to      Quantum Computing,3-0-0,3.0,BTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC4105,7,Digital Image Processing,3-0-0,3.0,BTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE4102,7,Power System Reliability,3-0-0,3.0,BTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6218,8,Power System Optimization,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6213,8,Advance Electric Drives,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6215,8,Random Signals and Systems,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6216,8,Quantitative Feedback Theory,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC6270,8,Advance FPGA Platform and System,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6219,8,Optimal Control,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6217,8,HVDC Transmission Systems,3-0-0,3.0,MTE1
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5111,9,Renewable  Energy Integration,3-0-0,3.0,MTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6111,9,Advanced Power System Reliability,3-0-0,3.0,MTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6114,9,Advanced State Estimation and Tracking Target,3-0-0,3.0,MTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6117,9,Multivariable Control System,3-0-0,3.0,MTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC6150,9,CMOS Phase Locked Loops,3-0-0,3.0,MTE2
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5113,9,Power System Deregulation,3-0-0,3.0,MTE3
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6113,9,Advanced System Power Protection,3-0-0,3.0,MTE3
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6115,9,Switched  Mode  Power Converters,3-0-0,3.0,MTE3
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6116,9,Advanced Control Digital System,3-0-0,3.0,MTE3
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC5111,9,VLSI     Architectural Design and Implementation,3-0-0,3.0,MTE3
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE5112,9,Energy Storage Systems,3-0-0,3.0,MTE4
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EE6112,9,V2G and G2V Technology,3-0-0,3.0,MTE4
Electrical and Electronics Engineering (EEE),B. Tech. in Electrical and Electronics Engineering (EEE) and M. Tech. in Power and Control System,NS,EC6155,9,Emerging Technologies for Beyond 5G,3-0-0,3.0,MTE4
Electrical and Electronics Engineering (EEE),B. Tech.–M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),NS,EC4103,7,Introduction to Quantum Computing,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech.–M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),,EC4104,7,Deep  Learning  for  Video  Surveillance Systems,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech.–M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),,EC4105,7,FPGA based System Design,3-0-0,3.0,BTE1
Electrical and Electronics Engineering (EEE),B. Tech.–M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),,EC4106,7, Introduction   to   Information Theory,3-0-0,3.0,BTE2
Electrical and Electronics Engineering (EEE),B. Tech.–M. Tech. Dual Degree in Communication System and Signal Processing (CSSP),,EC5250,7,Digital Image Processing,3-0-0,3.0,BTE2
