Parent Department,Specialization,Roll Number,Course Code,Semester #,Course Name,LTP,Credit,Type
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6210,2,Ground Improvement Techniques,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6211,2,Utilization of industrial byproducts for geotechnical applications,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6212,2,Rock Engineering for River Valley Projects,3-0-0,3.0,DE3
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6213,2,Design of Underground Excavations,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6214,2,Special Topics in Rock Engineering for Infrastructural Development,3-0-0,3.0,DE4
Civil and Environmental Engineering,M. Tech. in Rock Engineering for Infrastructure Development,2411CE,CE6215,2,Forensic Geotechnical Engineering,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6125,1,Bituminous Materials,3-0-0,3.0,DE1
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6126,1,Intelligent Transportation Systems,3-0-0,3.0,DE1
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6127,1,Pavement Management Systems,3-0-0,3.0,DE1
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6128,1,Highway Geometric Design and Safety,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6129,1,Airport Engineering,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6130,1,Analytical Methods in Civil Engineering,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6113,1,Pavement Geotechniques,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6106,1,Soil Dynamics,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6107,1,Rock Slope Engineering,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6122,1,Advanced Concrete Technology,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6116,1,Bridge Engineering and Design,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6111,1,Rock Mechanics,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6114,1,Probabilistic Methods in Geotechnical Engineering,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6108,1,Constitutive Modelling in Geotechnics,3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6102,1,"Sampling, Analytical Methods, and Statistics for Environmental Engineering",3-0-0,3.0,DE2
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6227,2,Traffic Flow Theory,3-0-0,3.0,DE3
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6228,2,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,DE3
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6229,2,Advanced Flexible Pavement Analysis and Design,3-0-0,3.0,DE3
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6230,2,Advanced Concrete Pavement Analysis and Design,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6231,2,Advanced Pavement Material Characterization,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6223,2,"Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6218,2,Finite Element Method,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6211,2,Utilization of Industrial Byproducts for Geotechnical Applications,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6210,2,Ground Improvement Techniques,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE5217,2,Geoinformatics for Engineers,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6213,2,Design of Underground Excavations,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6214,2,Special Topics in Geotechnical Engineering,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6215,2,Forensic Geotechnical Engineering,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6219,2,Structural Health Monitoring,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6206,2,Geotechnical Earthquake Engineering,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6208,2,Mine Wastes Generation and Management,3-0-0,3.0,DE4
Transportation Engineering,M. Tech. in Transportation Engineering,2411CE,CE6209,2,Coupled Process in Fractured Geological Media,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6115,1,Advanced Structural Mechanics,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6116,1,Bridge Engineering and Design,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6117,1,Masonry Structures,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6118,1,Wind Analysis and Design of Structures,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6119,1,Special Topics in Structural Analysis,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6120,1,Analysis Plates and Shells Structure,3-0-0,3.0,DE1
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6130,1,Analytical Methods in Civil Engineering,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6121,1,Prestressed Concrete Structure: Theory & Design,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6122,1,Advanced Concrete Technology,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6123,1,Structural Fire Engineering,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6124,1,Advanced Structural Dynamics,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6129,1,Airport Engineering,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6128,1,Highway Geometric Design and Safety,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6108,1,Constitutive Modelling in Geotechnics,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6106,1,Soil Dynamics,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6107,1,Rock Slope Engineering,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6111,1,Rock Mechanics,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6113,1,Pavement Geotechnics,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6114,1,Probabilistic Methods in Geotechnical Engineering,3-0-0,3.0,DE2
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6115,2,Advanced Structural Mechanics,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6116,2,Bridge Engineering and Design,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6117,2,Masonry Structures,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6118,2,Wind Analysis and Design of Structures,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6119,2,Special Topics in Structural Analysis,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6120,2,Analysis Plates and Shells Structure,3-0-0,3.0,DE3
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6223,2,"Uncertainty, Risk and Reliability Analyses in Civil Engineering",3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6224,2,Nonlinear Structural Mechanics,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6225,2,Theory of Random Vibration,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6226,2,Analysis of Structural Stability,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6228,2,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6230,2,Advanced Concrete Pavement Analysis and Design,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6206,2,Geotechnical Earthquake Engineering,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6207,2,Soil-Structure Interaction Analysis,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6210,2,Ground Improvement Techniques,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6209,2,Coupled Process in Fractured Geological Media,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6213,2,Design of Underground Excavations,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE6215,2,Forensic Geotechnical Engineering,3-0-0,3.0,DE4
Structural Engineering,Mtech in Structural Engineering,2411CE,CE5217,2,Geoinformatics for Engineers,3-0-0,3.0,DE4
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5103,1,Solid and Hazardous Waste Management,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5117,1,Water Resources Management,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6131,1,Sustainability of Water Resources System,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6101,1,Atmospheric Physics and Chemistry,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6102,1,"Sampling, Analytical Methods, and Statistics for Environmental Engg.",3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6103,1,Environmental Toxicology and Risk Assessment,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6104,1,Environmental Hydraulics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6105,1,Atmospheric Science and Climate Change,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6106,1,Soil Dynamics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6107,1,Rock Slope Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6108,1,Constitutive Modelling in Geotechnics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6109,1,Geoenvironmental Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6110,1,Biogeotechnics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6111,1,Rock Mechanics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6112,1,Environmental Rock Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6113,1,Pavement Geotechnics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6114,1,Probabilistic Methods in Geotechnical Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6115,1,Advanced Structural Mechanics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6116,1,Bridge Engineering and Design,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6117,1,Masonry Structures,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6118,1,Wind Analysis and Design of Structures,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6119,1,Special Topics in Structural Analysis,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6120,1,Analysis Plates and Shells Structure,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6121,1,Prestressed Concrete Structure: Theory & Design,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6122,1,Advanced Concrete Technology,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6123,1,Structural Fire Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6124,1,Advanced Structural Dynamics,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6125,1,Bituminous Materials,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6126,1,Intelligent Transportation Systems,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6127,1,Pavement Management Systems,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6128,1,Highway Geometric Design and Safety,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6129,1,Airport Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6130,1,Analytical Methods in Civil Engineering,3-0-0,3.0,DE1/DE2/DE3
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5217,2,Geoinformatics for Engineers,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5218,2,Groundwater Hydrology,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE5219,2,Open Channel Hydraulics,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6232,2,Porous Media Flow: Advanced Topics,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6201,2,E-waste Management for Circular Economy,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6202,2,Industrial Pollution Control and Prevention,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6203,2,Water Supply and Sewerage Network Design,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6204,2,Design of Water and Wastewater Treatment Facilities,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6205,2,Advanced Water and Wastewater Engineering,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6206,2,Geotechnical Earthquake Engineering,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6207,2,Soil-Structure Interaction Analysis,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6208,2,Mine Wastes Generation and Management,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6209,2,Coupled Processes in Fractured Geological Media,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6210,2,Ground Improvement Techniques,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6211,2,Utilization of Industrial Byproducts for Geotechnical Applications,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6212,2,Rock Engineering for River Valley Projects,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6213,2,Design of Underground Excavations,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6214,2,Special Topics in Geotechnical Engineering,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6215,2,Forensic Geotechnical Engineering,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6216,2,Special Topics in Rock Engineering for Infrastructural Development,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6227,2,Traffic Flow Theory,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6228,2,Analytical Techniques for Infrastructure Systems Analysis,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6229,2,Advanced Flexible Pavement Analysis and Design,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6230,2,Advanced Concrete Pavement Analysis and Design,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6231,2,Advanced Pavement Material Characterization,3-0-0,3.0,DE4/DE5/DE6
Civil Engineering,Mtech in Civil Engineering,2411CE,CE6133,1,Data Science for Engineers,3-0-0,3.0,IDE
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6121,1,Advanced Blockchain Technology,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6122,1,Advanced Cyber Security,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6123,1,Advanced Pattern Recognition,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6124,1,Formal Methods in Program Analysis and Verification,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6130,1,Federated Learning,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6127,1,Advanced Cloud Computing,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6128,1,Advanced Edge Computing,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6129,1,Advanced Computational Data Analysis,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6131,1,Reinforcement Learning,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6132,1,Advanced Graph Machine Learning,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6133,1,Advanced Time Series Analysis,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6221,2,Artificial Internet of Things,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6222,2,Game Theory,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6224,2,Text Mining & Analytics,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6225,2,Knowledge Distillation,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6227,2,Physics of Neural Network,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6228,2,Selected Topics in Wireless Networks,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6229,2,Advanced Big Data Analytics,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6223,2,Quantum Machine Learning,3-0-0,3.0,DE5
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6230,2,Meta Learning,3-0-0,3.0,DE5
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6233,2,Selective Topics in Generative AI,3-0-0,3.0,DE5
Computer Science & Engineering,M. Tech. in Artificial Intelligence,2411AI,CS6109,1,Drone Data Processing & Analysis,3-0-0,3.0,IDE1
Computer Science & Engineering,M. Tech. in Artificial Intelligence,,,,,,,
Computer Science & Engineering,M. Tech. in Artificial Intelligence,,,,,,,
Computer Science & Engineering,M. Tech. in Artificial Intelligence,,,,,,,
Computer Science & Engineering,M. Tech. in Artificial Intelligence,,,,,,,
Computer Science & Engineering,M. Tech. in Artificial Intelligence,,,,,,,
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6121,1,Advanced Blockchain Technology,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6122,1,Advanced Cyber Security,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6123,1,Advanced Pattern Recognition,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6124,1,Formal Methods in Program Analysis and Verification,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6125,1,Cyber Physical Systems,3-0-0,3.0,DE1
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6127,1,Advanced Cloud Computing,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6128,1,Advanced Edge Computing,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6129,1,Advanced Computational Data Analysis,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6131,1,Reinforcement Learning,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6132,1,Advanced Graph Machine Learning,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6133,1,Advanced Time Series Analysis,3-0-0,3.0,DE2
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6109,1,Drone Data Processing & Analysis,3-0-0,3.0,IDE
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6221,2,Artificial Internet of Things,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6222,2,Game Theory,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6223,2,Quantum Machine Learning,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6224,2,Text Mining & Analytics,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6225,2,Knowledge Distillation,3-0-0,3.0,DE3
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6226,2,Quantum Cyber Security,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6228,2,Selected Topics in Wireless Networks,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6229,2,Advanced Big Data Analytics,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6231,2,Selected Topics in Cryptography,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6232,2,High Performance Computing,3-0-0,3.0,DE4
Computer Science & Engineering,M. Tech. in Computer Science & Engineering,2411CS,CS6233,2,Selective Topics in Generative AI,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6116 ,1,RF and Microwave Active Circuits,3-0-0,3.0,DE1
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5113    ,1,Internet of Things (IoT) Networks,3-0-0,3.0,DE1
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5114,1,Advance Antenna and Microwave Devices,3-0-0,3.0,DE1
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6154,1,Radio Frequency Integrated Circuits,3-0-0,3.0,DE1
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6114 ,1,Advanced Digital Image Processing,3-0-0,3.0,DE1
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5111,1,Computer Vision,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5159,1,Radio Frequency Design and Technology,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5104 ,1,VLSI Architectural Design and Implementation,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6157,1,Bio Sensors and Circuits,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EE6190,1,Quantum Computing,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5250,1,VLSI Signal Processing,3-0-0,3.0,DE2
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5204,1,Renewable Energy Sources,3-0-0,3.0,IDE
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6208,2,Patterns Recognition and Machine Learning,3-0-0,3.0,DE3
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6210,2,Multimedia Communication ,3-0-0,3.0,DE3
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5205,2,RF and Microwave Measurement Techniques,3-0-0,3.0,DE3
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5104,2,Smart Antenna: From Theory to Practice,3-0-0,3.0,DE3
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6209,2,Optical Communication ,3-0-0,3.0,DE3
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EE6215,2,Quantum Computing,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6211,2,Adaptive filtering: From theory to practice,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6213,2,Random Signals and Systems,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5203,2,Antenna Design and Characterization,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5206,2,Statistical Signal Processing,3-0-0,3.0,DE4
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC6212,2,Communication Networks,3-0-0,3.0,DE5
Electrical Engineering,M.Tech. in Communication System and Signal Processing (CSSP),2411EE,EC5216,2,Advanced Signal Biomedical Processing,3-0-0,3.0,DE5
